industry_code,industry_name,uqer_indic_id,uqer_name,name_en,frequency,unit,stat_type,region,country,source,api,begin_date,end_date,is_update,selection_score
801010,农林牧渔,2010723623,收盘价:大商所:鸡蛋期货主力合约价格指数,Closing Price: Dalian Commodity Exchange: Egg Futures Price Main Contract Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2013-11-08,2026-08-07,1,150.0
801010,农林牧渔,2010723616,收盘价:大商所:鸡蛋期货价格指数,Closing Price: Dalian Commodity Exchange: Egg Futures Price Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2013-11-08,2026-08-07,1,150.0
801010,农林牧渔,1040015395,农产品生产价格指数:渔业产品:海水养殖(上年同期=100),Price Index of Agricultural Produce: Fishery: Mariculture (CPPY=100),季,上年同期=100,当期值,全国,中国,国家统计局,getEcoDataChina,2011-03-31,2026-06-30,1,147.0
801010,农林牧渔,1040015396,农产品生产价格指数:渔业产品:淡水养殖(上年同期=100),Price Index of Agricultural Produce: Fishery: Freshwater Aquaculture (CPPY=100),季,上年同期=100,当期值,全国,中国,国家统计局,getEcoDataChina,2011-03-31,2026-06-30,1,147.0
801010,农林牧渔,1040001914,国内期货价格:强小麦,Domestic Futures Prices: Wheat Wh,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-04-08,2026-07-31,1,147.0
801010,农林牧渔,1040001913,国内期货价格:棉花,Domestic Futures Prices: Cotton,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-04-08,2026-07-31,1,147.0
801010,农林牧渔,1040001918,国内期货价格:玉米,Domestic Futures Prices: Corn,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2004-12-31,2026-07-31,1,147.0
801010,农林牧渔,1040001912,国内期货价格:白糖,Domestic Futures Prices: White Sugar,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2006-03-03,2026-07-31,1,147.0
801010,农林牧渔,1040001915,国内期货价格:硬小麦,Domestic Futures Prices: Wheat Pm,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-04-08,2026-07-31,1,147.0
801010,农林牧渔,1040001919,国内期货价格:豆粕,Domestic Futures Prices: Soybean Meal,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2004-12-31,2026-07-31,1,147.0
801010,农林牧渔,1040001861,国内现货价格:零售价:小包装大米,Domestic Spot Price: Retail Price: Small-Packaged Rice,周,元/公斤,当期值,全国,中国,商务部,getEcoDataChina,2004-01-02,2026-07-31,1,147.0
801010,农林牧渔,1040001870,国内现货价格:零售价:鸡蛋,Domestic Spot Price: Retail Price: Egg,周,元/公斤,当期值,全国,中国,商务部,getEcoDataChina,2004-01-02,2026-07-31,1,147.0
801010,农林牧渔,1040001943,国际期货价格:CBOT:小麦,International Futures Prices: Wheat (CBOT),周,美分/60磅,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0
801010,农林牧渔,1040001948,国际期货价格:CBOT:豆粕,International Futures Prices: Soybean Meal (CBOT),周,美元/短吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0
801010,农林牧渔,1040002019,国际期货价格:棉花,International Futures Prices: Cotton,周,美分/磅,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0
801010,农林牧渔,1040001951,国际期货价格:瘦猪肉,International Futures Prices: Lean Pork,周,美分/磅,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0
801010,农林牧渔,1040001925,国际现货价格:大米(10%),International Spot Price: Rice (10%),周,美元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0
801010,农林牧渔,1040001936,国际现货价格:大米(5%),International Spot Price: Rice (5%),周,美元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-04-08,2026-07-31,1,147.0
801010,农林牧渔,2010720446,收购平均价格:大豆:全国,Average Purchase Price: Soybean: Nationwide,周,元/吨,当期值,全国,中国,国家粮食和物资储备局,getEcoDataIndAgricultural,2017-06-05,2026-08-04,1,147.0
801010,农林牧渔,2010720409,收购平均价格:小麦:全国,Average Purchase Price: Wheat: Nationwide,周,元/吨,当期值,全国,中国,国家粮食和物资储备局,getEcoDataIndAgricultural,2017-06-05,2026-08-04,1,147.0
801010,农林牧渔,2010720433,收购平均价格:玉米:全国,Average Purchase Price: Corn: Nationwide,周,元/吨,当期值,全国,中国,国家粮食和物资储备局,getEcoDataIndAgricultural,2017-06-05,2026-08-04,1,147.0
801010,农林牧渔,2010014626,农产品集贸市场价格:仔猪(普通):当月值,Agricultural Products Market Price: Piglet (Ordinary): Current Month Value,月,元/公斤,当期值,全国,中国,国家统计局,getEcoDataIndAgricultural,2003-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010014597,农产品集贸市场价格:大豆(中等):当月值,Agricultural Products Market Price: Soybean (Medium): Current Month Value,月,元/公斤,当期值,全国,中国,国家统计局,getEcoDataIndAgricultural,2003-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010014595,农产品集贸市场价格:小麦(中等):当月值,Agricultural Products Market Price: Wheat (Medium): Current Month Value,月,元/公斤,当期值,全国,中国,国家统计局,getEcoDataIndAgricultural,2003-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010014615,农产品集贸市场价格:棉花[籽棉](中准级):当月值,Agricultural Products Market Price: Cotton [Seed Cotton] (Medium Standard): Current Month Value,月,元/公斤,当期值,全国,中国,国家统计局,getEcoDataIndAgricultural,2003-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010014632,农产品集贸市场价格:活鸡(普通肉鸡):当月值,Agricultural Products Market Price: Live Chicken (Ordinary Broiler): Current Month Value,月,元/公斤,当期值,全国,中国,国家统计局,getEcoDataIndAgricultural,2003-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010014627,农产品集贸市场价格:猪肉(去骨统肉):当月值,Agricultural Products Market Price: Pork (Boneless Meat): Current Month Value,月,元/公斤,当期值,全国,中国,国家统计局,getEcoDataIndAgricultural,2003-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010014596,农产品集贸市场价格:玉米(中等):当月值,Agricultural Products Market Price: Maize (Medium): Current Month Value,月,元/公斤,当期值,全国,中国,国家统计局,getEcoDataIndAgricultural,2003-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010014633,农产品集贸市场价格:鸡蛋(普通鲜蛋):当月值,Agricultural Products Market Price: Egg (Ordinary Fresh Egg): Current Month Value,月,元/公斤,当期值,全国,中国,国家统计局,getEcoDataIndAgricultural,2003-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010737420,出口金额(美元):稻谷、大米(1006):当月值,"Export Value (USD): Rice, Rice (1006): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010737422,进出口金额(美元):稻谷、大米(1006):当月值,"Import and Export Value (USD): Rice, Rice (1006): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010737421,进口金额(美元):稻谷、大米(1006):当月值,"Import Value (USD): Rice, Rice (1006): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,145.0
801010,农林牧渔,2010730939,产量:大豆:预测值,Yield: Soybeans: Forecast,月,万吨,预期,中国,中国,中国农业农村部,getEcoDataIndAgricultural,2016-07-31,2026-07-31,1,143.0
801010,农林牧渔,2010730955,产量:棉花:预测值,Yield: Cotton: Forecast,月,万吨,预期,中国,中国,中国农业农村部,getEcoDataIndAgricultural,2016-07-31,2026-07-31,1,143.0
801010,农林牧渔,2010730923,产量:玉米:预测值,Yield: Corn: Predicted Value,月,万吨,当期值,中国,中国,中国农业农村部,getEcoDataIndAgricultural,2016-07-31,2026-07-31,1,143.0
801010,农林牧渔,1020001579,产量:饲料加工机械:当月值,Output: Feed Processing Machinery,月,台,当期值,全国,中国,国家统计局,getEcoDataChina,1998-02-28,2026-06-30,1,143.0
801010,农林牧渔,1040001498,企业商品价格指数(CGPI):农产品(上年同月=100),Cgpi: Agricultural Product (CYoY=100),月,上年同月=100,当期值,全国,中国,中国人民银行,getEcoDataChina,1999-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010731164,农产品批发价格200指数:粮油,Wholesale Price Index of Agricultural Products: Grain and Oil,月,2015年=100,定基,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2016-12-31,2026-07-31,1,143.0
801010,农林牧渔,2010731758,出口数量:动物饲料用的其植物原料、废料、残渣及副产品(2308):当月值,"Export Quantity: Plant Raw Materials, Waste, Residues And By-Products Used In Animal Feed (2308): Current Month Value",月,千克,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010712214,出口数量:大豆:当月值,,月,吨,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010712211,出口数量:小麦:当月值,Export Volume: Wheat: Current Value (Month),月,吨,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010712215,出口数量:棉花:当月值,Export Volume: Cotton: Current Value (Month),月,吨,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010714808,出口数量:水产品:当月值,Export Volume: Aquatic Products: Current Value (Month),月,吨,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010712213,出口数量:玉米:当月值,Export Volume: Corn: Current Value (Month),月,吨,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010714802,出口数量:生猪:当月值,Export Volume: Pig: Current Value (Month),月,吨,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010730946,出口量:大豆:预测值,Exports: Soybeans: Forecast,月,万吨,预期,中国,中国,中国农业农村部,getEcoDataIndAgricultural,2016-07-31,2026-07-31,1,143.0
801010,农林牧渔,2010730958,出口量:棉花:预测值,Exports: Cotton: Forecast,月,万吨,预期,中国,中国,中国农业农村部,getEcoDataIndAgricultural,2016-07-31,2026-07-31,1,143.0
801010,农林牧渔,2010730931,出口量:玉米:预测值,Exports: Corn: Forecast,月,万吨,当期值,中国,中国,中国农业农村部,getEcoDataIndAgricultural,2016-07-31,2026-07-31,1,143.0
801010,农林牧渔,2010731751,出口金额(美元):动物饲料用的其植物原料、废料、残渣及副产品(2308):当月值,"Export Value (USD): Plant Raw Materials, Waste, Residues And By-Products Used In Animal Feed (2308): Value Of The Month",月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010736398,出口金额(美元):各类子仁及果仁;工业用或药用植物;稻草、秸秆及饲料(12):当月值,"Export Value (USD): Seeds and Nuts of All Kinds; Industrial or Medicinal Plants; Straw, Straw and Fodder (12): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010737462,"出口金额(美元):大豆,不论是否破碎(1201):当月值","Export Value (USD): Soybeans, Whether or Not Broken (1201): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010737350,出口金额(美元):小麦及混合麦(1001):当月值,Export Value (USD): Wheat and Mixed Wheat (1001): Current Month Value,月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-04-30,1,143.0
801010,农林牧渔,2010737406,出口金额(美元):玉米(1005):当月值,Export Value (USD): Corn (1005): Current Month Value,月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010737602,出口金额(美元):芜菁甘蓝、饲料甜菜、饲料用根等及类似饲料(1214):当月值,"Export Value (USD): Turnip Cabbage, Fodder Beet, Fodder Root and Similar Fodder (1214): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010731771,出口金额(美元):配制的动物饲料(2309):当月值,Export Value (USD): Prepared Animal Feed (2309): Value Of The Month,月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010736552,出口金额(美元):鲜、冷、冻猪肉(0203):当月值,"Export Value (USD): Fresh, Cold and Frozen Pork (0203): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndAgricultural,2015-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010712204,出口金额:大豆:当月值,Export Amount: Soybean: Current Value (Month),月,美元,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010712201,出口金额:小麦:当月值,Export Amount: Wheat: Current Value (Month),月,美元,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010712205,出口金额:棉花:当月值,Export Amount: Cotton: Current Value (Month),月,美元,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010714800,出口金额:水产品:当月值,Export Amount: Aquatic Products: Current Value (Month),月,美元,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010712203,出口金额:玉米:当月值,Export Amount: Corn: Current Value (Month),月,美元,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010714794,出口金额:生猪:当月值,Export Amount: Pig: Current Value (Month),月,美元,当期值,全国,中国,中国农业农村部,getEcoDataIndAgricultural,2018-01-31,2026-06-30,1,143.0
801010,农林牧渔,2010730938,单产量:大豆:预测值,Unit Yield: Soybean: Predicted Value,月,公斤/公顷,预期,中国,中国,中国农业农村部,getEcoDataIndAgricultural,2016-07-31,2026-07-31,1,143.0
801010,农林牧渔,2010730954,单产量:棉花:预测值,Unit Yield: Cotton: Predicted Value,月,公斤/公顷,预期,中国,中国,中国农业农村部,getEcoDataIndAgricultural,2016-07-31,2026-07-31,1,143.0
801030,基础化工,2030019739,中国塑料城价格指数:聚丙烯(PP),China Plastics City Price Index: Polypropylene (PP),日,点,当期值,全国,中国,中塑在线,getEcoDataIndChemical,2010-01-04,2026-08-07,1,150.0
801030,基础化工,2030019742,中国塑料城价格指数:聚乙烯(PE),China Plastics City Price Index: Polyethylene (PE),日,点,当期值,全国,中国,中塑在线,getEcoDataIndChemical,2010-01-04,2026-08-07,1,150.0
801030,基础化工,1040015380,生产资料价格:化肥:尿素:周环比,Spot Price: Chemical Fertilizer: Urea: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,149.0
801030,基础化工,1040001999,国内现货价格:国产尿素,Domestic Spot Price: Domestic Urea,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2003-07-01,2026-07-31,1,147.0
801030,基础化工,1040005412,生产资料价格:化工产品:聚氯乙烯:电石法生产:当月值,Price of Means of Production: Chemical Products: PVC: Calcium Carbide Production: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,147.0
801030,基础化工,1040024019,生产资料价格:基础化学:聚丙烯:周环比,,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2006-09-01,2026-07-31,1,147.0
801030,基础化工,1040015375,生产资料价格:基础化学原料:甲醇:周环比,Spot Price: Basic Chemical Raw Materials: Methanol: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,147.0
801030,基础化工,1040015378,生产资料价格:基础化学原料:纯碱:周环比,Spot Price: Basic Chemical Raw Materials: Soda Ash: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,147.0
801030,基础化工,2030637303,中价柴达木纯碱价格指数(CSI)价格指数:全国轻质纯碱:定基,Mid-Price Qaidam Soda Ash Price Index (CSI) Price Index: National Light Soda Ash: Fixed Base Index,旬,元/吨,当期值,全国,中国,发改委,getEcoDataIndChemical,2018-04-05,2026-06-15,1,145.0
801030,基础化工,2030637307,中价柴达木纯碱价格指数(CSI)价格指数:全国轻质纯碱:环比,Mid-Price Qaidam Soda Ash Price Index (CSI) Price Index: National Light Soda Ash: Percent Change from Preceding Period,旬,%,环比指数,全国,中国,发改委,getEcoDataIndChemical,2018-04-15,2026-06-15,1,145.0
801030,基础化工,2030637302,中价柴达木纯碱价格指数(CSI)价格指数:全国重质纯碱:定基,Mid-Price Qaidam Soda Ash Price Index (CSI) Price Index: National Heavy Soda Ash: Fixed Base Index,旬,元/吨,当期值,全国,中国,发改委,getEcoDataIndChemical,2018-04-05,2026-06-15,1,145.0
801030,基础化工,2030637306,中价柴达木纯碱价格指数(CSI)价格指数:全国重质纯碱:环比,Mid-Price Qaidam Soda Ash Price Index (CSI) Price Index: National Heavy Soda Ash: Percent Change from Preceding Period,旬,%,环比指数,全国,中国,发改委,getEcoDataIndChemical,2018-04-15,2026-06-15,1,145.0
801030,基础化工,1040005421,生产资料价格:化工产品:烧碱:液碱(离子膜法)含量≥30%:当月值,Price of Means of Production: Chemical Products: Caustic Soda: Caustic Soda Liquid (Ion-exchange Membrane Process) Content of ≥30%: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0
801030,基础化工,1040005406,生产资料价格:化工产品:甲醇:精甲醇:当月值,Price of Means of Production: Chemical Products: Methanol: Refined Methanol: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0
801030,基础化工,1040005427,生产资料价格:化工产品:线性低压聚乙烯:注塑级:当月值,Price of Means of Production: Chemical Products: Linear Low-pressure Polyethylene: Injection Molding Grade: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0
801030,基础化工,1040005409,生产资料价格:化工产品:聚丙烯:拉丝:当月值,Price of Means of Production: Chemical Products: Polypropylene: Drawing: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0
801030,基础化工,1040005400,生产资料价格:化工产品:高压聚乙烯:薄膜级:当月值,Price of Means of Production: Chemical Products: High-pressure Polyethylene: Film Grade: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0
801030,基础化工,2030728548,中国农药价格指数:农药,China Pesticide Price index(CAPI): Pesticide,月,,当期值,全国,中国,农药资讯网,getEcoDataIndChemical,2013-12-31,2026-06-30,1,143.0
801030,基础化工,2030728551,中国农药价格指数:杀菌剂,China Pesticide Price index(CAPI): Fungicide,月,,当期值,全国,中国,农药资讯网,getEcoDataIndChemical,2013-12-31,2026-06-30,1,143.0
801030,基础化工,2030728550,中国农药价格指数:杀虫剂,China Pesticide Price index(CAPI): Insecticide,月,,当期值,全国,中国,农药资讯网,getEcoDataIndChemical,2013-12-31,2026-06-30,1,143.0
801030,基础化工,2030728549,中国农药价格指数:除草剂,China Pesticide Price index(CAPI): Herbicide,月,,当期值,全国,中国,农药资讯网,getEcoDataIndChemical,2013-12-31,2026-06-30,1,143.0
801030,基础化工,1020001555,产量:氢氧化钠(烧碱)(折100%):当月值,Output: Sodium Hydroxide (Caustic Soda) (100% Off): Current,月,万吨,当期值,全国,中国,国家统计局,getEcoDataChina,1989-02-28,2026-06-30,1,143.0
801030,基础化工,1020001554,产量:碳酸钠(纯碱):当月值,Output: Sodium Carbonate (Soda Ash): Current,月,万吨,当期值,全国,中国,国家统计局,getEcoDataChina,1989-02-28,2026-06-30,1,143.0
801030,基础化工,2030768526,"出口数量:过氧化氢,不论是否用尿素固化(2847):当月值","Export Quantity: Hydrogen Peroxide, Whether Or Not Cured With Urea(2847): Current Month Value",月,千克,当期值,中国,中国,海关总署,getEcoDataIndChemical,2015-01-31,2026-06-30,1,143.0
801030,基础化工,2030768519,"出口金额(美元):过氧化氢,不论是否用尿素固化(2847):当月值","Export Value (USD): Hydrogen Peroxide, Whether Or Not Cured With Urea(2847): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndChemical,2015-01-31,2026-06-30,1,143.0
801030,基础化工,1020001557,化学农药原药(折有效成分100%):产量:当月值,Output: Chemical Pesticide Original Drug (Active Ingredients 100% Off): Current,月,万吨,当期值,全国,中国,国家统计局,getEcoDataChina,1989-02-28,2026-06-30,1,143.0
801030,基础化工,1040000979,工业生产者购进价格指数(PPIRM):化工原料类(上年同月=100),PPIRM: Chemical Raw Materials (CYoY=100),月,上年同月=100,当期值,全国,中国,国家统计局,getEcoDataChina,1988-03-31,2026-06-30,1,143.0
801030,基础化工,1040005391,生产资料价格:化工产品:ABS树脂:通用级:当月值,Price of Means of Production: Chemical Products: ABS Resin: General Purpose: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0
801030,基础化工,1040005433,生产资料价格:化工产品:乙醇:燃料乙醇:当月值,Price of Means of Production: Chemical Products: Ethanol: Fuel Ethanol: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0
801030,基础化工,1040005397,生产资料价格:化工产品:二甲苯:含量≥96%:当月值,Price of Means of Production: Chemical Products: Xylene: Content ≥96%: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0
801030,基础化工,1040005403,生产资料价格:化工产品:合成橡胶:顺丁胶:当月值,Price of Means of Production: Chemical Products: Synthetic Rubbers: BR: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0
801030,基础化工,1040005424,"生产资料价格:化工产品:天然橡胶:国产1#标胶,全乳胶:当月值","Price of Means of Production: Chemical Products: Natural Rubber: Domestic 1# Standard Rubber, Latex: Current",月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0
801030,基础化工,1040005430,生产资料价格:化工产品:盐酸:31%合成酸:当月值,Price of Means of Production: Chemical Products: Hydrochloric Acid: 31% Synthetic Acids: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0
801030,基础化工,1040005418,生产资料价格:化工产品:硫酸:98%酸:当月值,Price of Means of Production: Chemical Products: Sulfuric Acid: 98% Acid: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0
801030,基础化工,1040005415,生产资料价格:化工产品:聚酯切片:颗粒:当月值,Price of Means of Production: Chemical Products: Polyester Chips: Particle: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0
801030,基础化工,2030768528,"进出口数量:过氧化氢,不论是否用尿素固化(2847):当月值","Import And Export Quantity: Hydrogen Peroxide, Whether Or Not Cured With Urea(2847): Current Month Value",月,千克,当期值,中国,中国,海关总署,getEcoDataIndChemical,2015-01-31,2026-06-30,1,143.0
801030,基础化工,2030768521,"进出口金额(美元):过氧化氢,不论是否用尿素固化(2847):当月值","Import And Export Value (USD): Hydrogen Peroxide, Whether Or Not Cured With Urea(2847): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndChemical,2015-01-31,2026-06-30,1,143.0
