industry_code,industry_name,uqer_indic_id,uqer_name,name_en,frequency,unit,stat_type,region,country,source,api,begin_date,end_date,is_update,memo_cn,user_approval,user_notes
801030,基础化工,1040005400,生产资料价格:化工产品:高压聚乙烯:薄膜级:当月值,Price of Means of Production: Chemical Products: High-pressure Polyethylene: Film Grade: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005401,生产资料价格:化工产品:高压聚乙烯:薄膜级:环比,Price of Means of Production: Chemical Products: High-pressure Polyethylene: Film Grade: MoM,月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005402,生产资料价格:化工产品:高压聚乙烯:薄膜级:当月同比,Price of Means of Production: Chemical Products: High-Pressure Polyethylene: Film Grade: Month YoY,月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005403,生产资料价格:化工产品:合成橡胶:顺丁胶:当月值,Price of Means of Production: Chemical Products: Synthetic Rubbers: BR: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005404,生产资料价格:化工产品:合成橡胶:顺丁胶:环比,Price of Means of Production: Chemical Products: Synthetic Rubbers: BR: MoM,月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005405,生产资料价格:化工产品:合成橡胶:顺丁胶:当月同比,Price of Means of Production: Chemical Products: Synthetic Rubbers: Br: Month YoY,月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005409,生产资料价格:化工产品:聚丙烯:拉丝:当月值,Price of Means of Production: Chemical Products: Polypropylene: Drawing: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005410,生产资料价格:化工产品:聚丙烯:拉丝:环比,Price of Means of Production: Chemical Products: Polypropylene: Drawing: MoM,月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005411,生产资料价格:化工产品:聚丙烯:拉丝:当月同比,Price of Means of Production: Chemical Products: Polypropylene: Drawing: Month YoY,月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005412,生产资料价格:化工产品:聚氯乙烯:电石法生产:当月值,Price of Means of Production: Chemical Products: PVC: Calcium Carbide Production: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005413,生产资料价格:化工产品:聚氯乙烯:电石法生产:环比,Price of Means of Production: Chemical Products: PVC: Calcium Carbide Production: MoM,月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005414,生产资料价格:化工产品:聚氯乙烯:电石法生产:当月同比,Price of Means of Production: Chemical Products: Pvc: Calcium Carbide Production: Month YoY,月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005421,生产资料价格:化工产品:烧碱:液碱(离子膜法)含量≥30%:当月值,Price of Means of Production: Chemical Products: Caustic Soda: Caustic Soda Liquid (Ion-exchange Membrane Process) Content of ≥30%: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005422,生产资料价格:化工产品:烧碱:液碱(离子膜法)含量≥30%:环比,Price of Means of Production: Chemical Products: Caustic Soda: Caustic Soda Liquid (Ion-exchange Membrane Process) Content of ≥30%: MoM,月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005423,生产资料价格:化工产品:烧碱:液碱(离子膜法)含量≥30%:当月同比,Price of Means of Production: Chemical Products: Caustic Soda: Caustic Soda Liquid (Ion-Exchange Membrane Process) Content of ≥30%: Month YoY,月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005424,"生产资料价格:化工产品:天然橡胶:国产1#标胶,全乳胶:当月值","Price of Means of Production: Chemical Products: Natural Rubber: Domestic 1# Standard Rubber, Latex: Current",月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005425,"生产资料价格:化工产品:天然橡胶:国产1#标胶,全乳胶:环比","Price of Means of Production: Chemical Products: Natural Rubber: Domestic 1# Standard Rubber, Latex: MoM",月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005426,"生产资料价格:化工产品:天然橡胶:国产1#标胶,全乳胶:当月同比","Price of Means of Production: Chemical Products: Natural Rubber: Domestic 1# Standard Rubber, Latex: Month YoY",月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005427,生产资料价格:化工产品:线性低压聚乙烯:注塑级:当月值,Price of Means of Production: Chemical Products: Linear Low-pressure Polyethylene: Injection Molding Grade: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005428,生产资料价格:化工产品:线性低压聚乙烯:注塑级:环比,Price of Means of Production: Chemical Products: Linear Low-pressure Polyethylene: Injection Molding Grade: MoM,月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,1040005429,生产资料价格:化工产品:线性低压聚乙烯:注塑级:当月同比,Price of Means of Production: Chemical Products: Linear Low-Pressure Polyethylene: Injection Molding Grade: Month YoY,月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801030,基础化工,2030101693,合成纤维:产量:当月值,Synthetic Fiber: Output,月,万吨,当期值,,中国,国家统计局,getEcoDataIndChemical,1989-01-31,2026-06-30,1,合成纤维包括:纤维单体和合成纤维聚合物。合成纤维单体:精对苯二甲酸、对苯二甲酸二甲酯、丙烯腈、乙二醇、己内酰胺、尼龙66盐等;合成纤维聚合物:聚酯、聚乙烯醇、聚酰胺、其他合成纤维聚合物。统计局统计的是所有这类产品的产量、并不是某一个具体产品。,,
801030,基础化工,2030200126,MEG(乙二醇):进口金额:当月同比,MEG(Ethylene Glycol): Imports Value: YoY,月,%,当期同比,,中国,海关总署,getEcoDataIndChemical,1999-01-31,2026-06-30,1,,,
801030,基础化工,2030200130,MEG(乙二醇):进口数量:当月同比,MEG(Ethylene Glycol): Imports Quantity: YoY,月,%,当期同比,,中国,海关总署,getEcoDataIndChemical,1999-01-31,2026-06-30,1,,,
801030,基础化工,2030728773,三友化工:产量:PVC:当季值,,季,吨,当期值,,中国,上市公司公告,getEcoDataIndChemical,2017-03-31,2026-03-31,1,,,
801040,钢铁,1040005361,"生产资料价格:钢材:不锈钢板:2.0,304/2B冷轧:当月值","Price of Means of Production: Steel: Stainless Steel Plate: 2.0,304/2B Cold Rolled:Current",月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005362,"生产资料价格:钢材:不锈钢板:2.0,304/2B冷轧:环比","Price of Means of Production: Steel: Stainless Steel Plate: 2.0,304/2B Cold Rolled: MoM",月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005363,"生产资料价格:钢材:不锈钢板:2.0,304/2B冷轧:当月同比","Price of Means of Production: Steel: Stainless Steel Plate: 2.0,304/2B Cold Rolled: Month YoY",月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005382,"生产资料价格:钢材:热轧中厚板:20,Q235:当月值","Price of Means of Production: Steel: Hot Rolled Plate: 20, Q235: Current",月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005383,"生产资料价格:钢材:热轧中厚板:20,Q235:环比","Price of Means of Production: Steel: Hot Rolled Plate: 20, Q235: MoM",月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005384,"生产资料价格:钢材:热轧中厚板:20,Q235:当月同比","Price of Means of Production: Steel: Hot Rolled Plate: 20, Q235: Month YoY",月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040015368,生产资料价格:钢材:螺纹钢:周环比,Spot Price: Steel: Rebar: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,,,
801040,钢铁,1040015369,生产资料价格:钢材:高速线材:周环比,Spot Price: Steel: High-Speed Wire Rod: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-07-19,1,,,
801040,钢铁,1040024020,生产资料价格:钢材:热轧带钢:周环比,,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2014-07-18,2026-07-31,1,,,
801040,钢铁,2040000199,国内钢铁现货价格(商务部):普通高速线材φ6.5mm,Price of Rolled Steel: Ordinary High-speed Wire φ6.5mm,周,元/吨,当期值,,中国,商务部,getEcoDataIndSteel,2003-07-01,2026-07-31,1,,,
801040,钢铁,2040000201,国内钢铁现货价格(商务部):螺纹钢φ25mm,Price of Rolled Steel: Rebar φ25mm,周,元/吨,当期值,,中国,商务部,getEcoDataIndSteel,2003-07-01,2026-07-31,1,,,
801040,钢铁,2040000209,国内钢铁现货价格(商务部):热轧钢带180*2.5,Price of Rolled Steel: Hot rolled strip 180 * 2.5,周,元/吨,当期值,,中国,商务部,getEcoDataIndSteel,2006-07-01,2026-07-31,1,,,
801040,钢铁,2040000218,钢材综合价格指数(CSPI):螺纹钢:Φ12-25,Composite Price Index of Rolled Steel: Rebar: Φ12-25,周,1994年4月=100,当期值,,中国,中国钢铁工业协会,getEcoDataIndSteel,2003-11-28,2026-08-07,1,,,
801040,钢铁,2040000222,钢材综合价格指数(CSPI):中厚板:20,Composite Price Index of Rolled Steel: Plate: 20,周,1994年4月=100,当期值,,中国,中国钢铁工业协会,getEcoDataIndSteel,2010-09-30,2026-08-07,1,,,
801040,钢铁,2040000223,钢材综合价格指数(CSPI):冷轧薄板:1,Composite Price Index of Rolled Steel: Cold-Rolled Sheet: 1,周,1994年4月=100,当期值,,中国,中国钢铁工业协会,getEcoDataIndSteel,2010-09-30,2026-08-07,1,,,
801040,钢铁,2040000225,钢材综合价格指数(CSPI):热轧卷板:3,Composite Price Index of Rolled Steel: Hot-rolled Rolling Plate: 3,周,1994年4月=100,当期值,,中国,中国钢铁工业协会,getEcoDataIndSteel,2003-11-28,2026-08-07,1,自2011-8-19起、热轧卷板公布规格调整为3毫米。,,
801040,钢铁,1040005370,生产资料价格:钢材:冷轧卷板:1mm:当月值,Price of Means of Production: Steel: Cold Rolled Coil: 1mm: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005371,生产资料价格:钢材:冷轧卷板:1mm:环比,Price of Means of Production: Steel: Cold Rolled Coil: 1mm: MoM,月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005372,生产资料价格:钢材:冷轧卷板:1mm:当月同比,Price of Means of Production: Steel: Cold Rolled Coil: 1mm: Month YoY,月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005373,生产资料价格:钢材:螺纹钢:Φ12mmHRB400E:当月值,Price of Means of Production: Steel: Rebar: Φ12mmHRB400E: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005374,生产资料价格:钢材:螺纹钢:Φ12mmHRB400E:环比,Price of Means of Production: Steel: Rebar: Φ12mmHRB400E: MoM,月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005375,生产资料价格:钢材:螺纹钢:Φ12mmHRB400E:当月同比,Price of Means of Production: Steel: Rebar: Φ12mmHRB400E: Month YoY,月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005376,生产资料价格:钢材:螺纹钢:Φ20mmHRB400E:当月值,Price of Means of Production: Steel: Rebar: Φ20mmHRB400E: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005378,生产资料价格:钢材:螺纹钢:Φ20mmHRB400E:当月同比,Price of Means of Production: Steel: Rebar: Φ20mmHRB400E: Month YoY,月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005379,"生产资料价格:钢材:热轧卷板:4.75,Q235B:当月值","Price of Means of Production: Steel: Hot Rolled Coil: 4.75, Q235B: Current",月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005380,"生产资料价格:钢材:热轧卷板:4.75,Q235B:环比","Price of Means of Production: Steel: Hot Rolled Coil: 4.75, Q235B: MoM",月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005381,"生产资料价格:钢材:热轧卷板:4.75,Q235B:当月同比","Price of Means of Production: Steel: Hot Rolled Coil: 4.75, Q235B: Month YoY",月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005385,"生产资料价格:钢材:线材:高线6.5,HPB300:当月值","Price of Means of Production: Steel: Wire and Rod: High Wire 6.5, HPB300: Current",月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005386,"生产资料价格:钢材:线材:高线6.5,HPB300:环比","Price of Means of Production: Steel: Wire and Rod: High Wire 6.5, HPB300: MoM",月,%,当期环比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801040,钢铁,1040005387,"生产资料价格:钢材:线材:高线6.5,HPB300:当月同比","Price of Means of Production: Steel: Wire and Rod: High Wire 6.5, HPB300: Month YoY",月,%,当期同比,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,,,
801050,有色金属,2030777849,出口金额(美元):锂镍钴铝氧化物(28429060):当月值,Export Value (USD): Lithium Nickel Cobalt Aluminum Oxide(28429060): Current Month Value,月,美元,当期值,中国,中国,海关总署,getEcoDataIndChemical,2018-02-28,2026-06-30,1,,,
801050,有色金属,2030777850,进口金额(美元):锂镍钴铝氧化物(28429060):当月值,Import Value (USD): Lithium Nickel Cobalt Aluminum Oxide(28429060): Current Month Value,月,美元,当期值,中国,中国,海关总署,getEcoDataIndChemical,2018-01-31,2026-06-30,1,,,
801050,有色金属,2030777851,进出口金额(美元):锂镍钴铝氧化物(28429060):当月值,Import And Export Value (USD): Lithium Nickel Cobalt Aluminum Oxide(28429060): Current Month Value,月,美元,当期值,中国,中国,海关总署,getEcoDataIndChemical,2018-01-31,2026-06-30,1,,,
801050,有色金属,2030777856,出口数量:锂镍钴铝氧化物(28429060):当月值,Export Quantity: Lithium Nickel Cobalt Aluminum Oxide(28429060): Current Month Value,月,千克,当期值,中国,中国,海关总署,getEcoDataIndChemical,2018-02-28,2026-06-30,1,,,
801050,有色金属,2030777857,进口数量:锂镍钴铝氧化物(28429060):当月值,Import Quantity: Lithium Nickel Cobalt Aluminum Oxide(28429060): Current Month Value,月,千克,当期值,中国,中国,海关总署,getEcoDataIndChemical,2018-01-31,2026-06-30,1,,,
801050,有色金属,2030777858,进出口数量:锂镍钴铝氧化物(28429060):当月值,Import And Export Quantity: Lithium Nickel Cobalt Aluminum Oxide(28429060): Current Month Value,月,千克,当期值,中国,中国,海关总署,getEcoDataIndChemical,2018-01-31,2026-06-30,1,,,
801050,有色金属,2030777862,出口金额(美元):锂镍钴铝氧化物(28429060):累计值,Export Value (USD): Lithium Nickel Cobalt Aluminum Oxide(28429060): Cumulative Value,月,美元,累计值,中国,中国,海关总署,getEcoDataIndChemical,2018-02-28,2026-06-30,1,,,
801050,有色金属,2030777863,进口金额(美元):锂镍钴铝氧化物(28429060):累计值,Import Value (USD): Lithium Nickel Cobalt Aluminum Oxide(28429060): Cumulative Value,月,美元,累计值,中国,中国,海关总署,getEcoDataIndChemical,2018-01-31,2026-06-30,1,,,
801050,有色金属,2030777864,进出口金额(美元):锂镍钴铝氧化物(28429060):累计值,Import And Export Value (USD): Lithium Nickel Cobalt Aluminum Oxide(28429060): Cumulative Value,月,美元,累计值,中国,中国,海关总署,getEcoDataIndChemical,2018-01-31,2026-06-30,1,,,
801050,有色金属,2030777852,贸易差额(美元):锂镍钴铝氧化物(28429060):当月值,Trade Balance (USD): Lithium Nickel Cobalt Aluminum Oxide(28429060): Current Month Value,月,美元,当期值,中国,中国,海关总署,getEcoDataIndChemical,2018-01-31,2026-06-30,1,,,
801050,有色金属,2030777865,贸易差额(美元):锂镍钴铝氧化物(28429060):累计值,Trade Balance (USD): Lithium Nickel Cobalt Aluminum Oxide(28429060): Cumulative Value,月,美元,累计值,中国,中国,海关总署,getEcoDataIndChemical,2018-01-31,2026-06-30,1,,,
801050,有色金属,3010701571,美国:工业生产指数:采掘业:其他采掘(除石油和天然气):铜、镍、铅和锌开采:季调,"US: IPI: Mining: Mining (except oil and gas): Copper, nickel, lead, and zinc mining: SA",月,2017年=100,季调,美国,美国,美联储,getEcoDataGlobeUsa,1972-01-31,2026-06-30,1,,,
801050,有色金属,3010701572,美国:工业生产指数:采掘业:其他采掘(除石油和天然气):铜、镍、铅和锌开采,"US: IPI: Mining: Mining (except oil and gas): Copper, nickel, lead, and zinc mining",月,2017年=100,当期值,美国,美国,美联储,getEcoDataGlobeUsa,1972-01-31,2026-06-30,1,,,
