industry_code,industry_name,industry_rank,uqer_indic_id,uqer_name,name_en,frequency,unit,stat_type,region,country,source,api,begin_date,end_date,is_update,selection_score,exists_in_new_uqer,any_field_changed,any_change_since_20260812
801010,农林牧渔,11,2010723625,收盘价:大商所:玉米淀粉加工利润指数,Closing Price: Dalian Commodity Exchange: Corn Starch Processing Profit Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2014-12-19,2026-08-07,1,150.0,True,True,True
801010,农林牧渔,12,2010723618,收盘价:大商所:玉米淀粉期货主力合约价格指数,Closing Price: Dalian Commodity Exchange: Corn Starch Futures Main Contract Price Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2014-12-19,2026-08-07,1,150.0,True,True,True
801010,农林牧渔,13,2010723611,收盘价:大商所:玉米淀粉期货价格指数,Closing Price: Dalian Commodity Exchange: Corn Starch Futures Price Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2014-12-19,2026-08-07,1,150.0,True,True,True
801010,农林牧渔,14,2010723620,收盘价:大商所:豆粕期货主力合约价格指数,Closing Price: Dalian Commodity Exchange: Soybean Meal Main Contract Price Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2013-01-04,2026-08-07,1,150.0,True,True,True
801010,农林牧渔,15,2010723613,收盘价:大商所:豆粕期货价格指数,Closing Price: Dalian Commodity Exchange: Soybean Meal Futures Price Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2013-01-04,2026-08-07,1,150.0,True,True,True
801010,农林牧渔,16,2010723609,收盘价:大商所:饲料类期货价格指数,Closing Price: Dalian Commodity Exchange: Feed Futures Price Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2013-01-04,2026-08-07,1,150.0,True,True,True
801010,农林牧渔,17,2010723623,收盘价:大商所:鸡蛋期货主力合约价格指数,Closing Price: Dalian Commodity Exchange: Egg Futures Price Main Contract Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2013-11-08,2026-08-07,1,150.0,True,True,True
801010,农林牧渔,18,2010723616,收盘价:大商所:鸡蛋期货价格指数,Closing Price: Dalian Commodity Exchange: Egg Futures Price Index,日,点,当期值,全国,中国,大连商品交易所,getEcoDataIndAgricultural,2013-11-08,2026-08-07,1,150.0,True,True,True
801010,农林牧渔,19,1040015395,农产品生产价格指数:渔业产品:海水养殖(上年同期=100),Price Index of Agricultural Produce: Fishery: Mariculture (CPPY=100),季,上年同期=100,当期值,全国,中国,国家统计局,getEcoDataChina,2011-03-31,2026-06-30,1,147.0,True,False,False
801010,农林牧渔,20,1040015396,农产品生产价格指数:渔业产品:淡水养殖(上年同期=100),Price Index of Agricultural Produce: Fishery: Freshwater Aquaculture (CPPY=100),季,上年同期=100,当期值,全国,中国,国家统计局,getEcoDataChina,2011-03-31,2026-06-30,1,147.0,True,False,False
801010,农林牧渔,21,1040001914,国内期货价格:强小麦,Domestic Futures Prices: Wheat Wh,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-04-08,2026-07-31,1,147.0,True,True,False
801010,农林牧渔,22,1040001913,国内期货价格:棉花,Domestic Futures Prices: Cotton,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-04-08,2026-07-31,1,147.0,True,True,False
801010,农林牧渔,23,1040001918,国内期货价格:玉米,Domestic Futures Prices: Corn,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2004-12-31,2026-07-31,1,147.0,True,True,False
801010,农林牧渔,24,1040001912,国内期货价格:白糖,Domestic Futures Prices: White Sugar,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2006-03-03,2026-07-31,1,147.0,True,True,False
801010,农林牧渔,25,1040001915,国内期货价格:硬小麦,Domestic Futures Prices: Wheat Pm,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-04-08,2026-07-31,1,147.0,True,True,False
801010,农林牧渔,26,1040001919,国内期货价格:豆粕,Domestic Futures Prices: Soybean Meal,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2004-12-31,2026-07-31,1,147.0,True,True,False
801010,农林牧渔,27,1040001861,国内现货价格:零售价:小包装大米,Domestic Spot Price: Retail Price: Small-Packaged Rice,周,元/公斤,当期值,全国,中国,商务部,getEcoDataChina,2004-01-02,2026-07-31,1,147.0,True,True,True
801010,农林牧渔,28,1040001870,国内现货价格:零售价:鸡蛋,Domestic Spot Price: Retail Price: Egg,周,元/公斤,当期值,全国,中国,商务部,getEcoDataChina,2004-01-02,2026-07-31,1,147.0,True,True,True
801010,农林牧渔,29,1040001943,国际期货价格:CBOT:小麦,International Futures Prices: Wheat (CBOT),周,美分/60磅,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0,True,False,False
801010,农林牧渔,30,1040001948,国际期货价格:CBOT:豆粕,International Futures Prices: Soybean Meal (CBOT),周,美元/短吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0,True,False,False
801030,基础化工,1,2030019739,中国塑料城价格指数:聚丙烯(PP),China Plastics City Price Index: Polypropylene (PP),日,点,当期值,全国,中国,中塑在线,getEcoDataIndChemical,2010-01-04,2026-08-07,1,150.0,True,True,True
801030,基础化工,2,2030019742,中国塑料城价格指数:聚乙烯(PE),China Plastics City Price Index: Polyethylene (PE),日,点,当期值,全国,中国,中塑在线,getEcoDataIndChemical,2010-01-04,2026-08-07,1,150.0,True,True,True
801030,基础化工,3,1040015380,生产资料价格:化肥:尿素:周环比,Spot Price: Chemical Fertilizer: Urea: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,149.0,True,False,False
801030,基础化工,4,1040001999,国内现货价格:国产尿素,Domestic Spot Price: Domestic Urea,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2003-07-01,2026-07-31,1,147.0,True,True,True
801030,基础化工,5,1040005412,生产资料价格:化工产品:聚氯乙烯:电石法生产:当月值,Price of Means of Production: Chemical Products: PVC: Calcium Carbide Production: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,147.0,True,False,False
801030,基础化工,6,1040024019,生产资料价格:基础化学:聚丙烯:周环比,,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2006-09-01,2026-07-31,1,147.0,True,True,True
801030,基础化工,7,1040015375,生产资料价格:基础化学原料:甲醇:周环比,Spot Price: Basic Chemical Raw Materials: Methanol: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,147.0,True,False,False
801030,基础化工,8,1040015378,生产资料价格:基础化学原料:纯碱:周环比,Spot Price: Basic Chemical Raw Materials: Soda Ash: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,147.0,True,False,False
801030,基础化工,9,2030637303,中价柴达木纯碱价格指数(CSI)价格指数:全国轻质纯碱:定基,Mid-Price Qaidam Soda Ash Price Index (CSI) Price Index: National Light Soda Ash: Fixed Base Index,旬,元/吨,当期值,全国,中国,发改委,getEcoDataIndChemical,2018-04-05,2026-06-15,1,145.0,True,False,False
801030,基础化工,10,2030637307,中价柴达木纯碱价格指数(CSI)价格指数:全国轻质纯碱:环比,Mid-Price Qaidam Soda Ash Price Index (CSI) Price Index: National Light Soda Ash: Percent Change from Preceding Period,旬,%,环比指数,全国,中国,发改委,getEcoDataIndChemical,2018-04-15,2026-06-15,1,145.0,True,False,False
801030,基础化工,11,2030637302,中价柴达木纯碱价格指数(CSI)价格指数:全国重质纯碱:定基,Mid-Price Qaidam Soda Ash Price Index (CSI) Price Index: National Heavy Soda Ash: Fixed Base Index,旬,元/吨,当期值,全国,中国,发改委,getEcoDataIndChemical,2018-04-05,2026-06-15,1,145.0,True,False,False
801030,基础化工,12,2030637306,中价柴达木纯碱价格指数(CSI)价格指数:全国重质纯碱:环比,Mid-Price Qaidam Soda Ash Price Index (CSI) Price Index: National Heavy Soda Ash: Percent Change from Preceding Period,旬,%,环比指数,全国,中国,发改委,getEcoDataIndChemical,2018-04-15,2026-06-15,1,145.0,True,False,False
801030,基础化工,13,1040005421,生产资料价格:化工产品:烧碱:液碱(离子膜法)含量≥30%:当月值,Price of Means of Production: Chemical Products: Caustic Soda: Caustic Soda Liquid (Ion-exchange Membrane Process) Content of ≥30%: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
801030,基础化工,14,1040005406,生产资料价格:化工产品:甲醇:精甲醇:当月值,Price of Means of Production: Chemical Products: Methanol: Refined Methanol: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
801030,基础化工,15,1040005427,生产资料价格:化工产品:线性低压聚乙烯:注塑级:当月值,Price of Means of Production: Chemical Products: Linear Low-pressure Polyethylene: Injection Molding Grade: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
801030,基础化工,16,1040005409,生产资料价格:化工产品:聚丙烯:拉丝:当月值,Price of Means of Production: Chemical Products: Polypropylene: Drawing: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
801030,基础化工,17,1040005400,生产资料价格:化工产品:高压聚乙烯:薄膜级:当月值,Price of Means of Production: Chemical Products: High-pressure Polyethylene: Film Grade: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
801030,基础化工,18,2030728548,中国农药价格指数:农药,China Pesticide Price index(CAPI): Pesticide,月,,当期值,全国,中国,农药资讯网,getEcoDataIndChemical,2013-12-31,2026-06-30,1,143.0,True,False,False
801030,基础化工,19,2030728551,中国农药价格指数:杀菌剂,China Pesticide Price index(CAPI): Fungicide,月,,当期值,全国,中国,农药资讯网,getEcoDataIndChemical,2013-12-31,2026-06-30,1,143.0,True,False,False
801030,基础化工,20,2030728550,中国农药价格指数:杀虫剂,China Pesticide Price index(CAPI): Insecticide,月,,当期值,全国,中国,农药资讯网,getEcoDataIndChemical,2013-12-31,2026-06-30,1,143.0,True,False,False
801030,基础化工,21,2030728549,中国农药价格指数:除草剂,China Pesticide Price index(CAPI): Herbicide,月,,当期值,全国,中国,农药资讯网,getEcoDataIndChemical,2013-12-31,2026-06-30,1,143.0,True,False,False
801030,基础化工,22,1020001555,产量:氢氧化钠(烧碱)(折100%):当月值,Output: Sodium Hydroxide (Caustic Soda) (100% Off): Current,月,万吨,当期值,全国,中国,国家统计局,getEcoDataChina,1989-02-28,2026-06-30,1,143.0,True,False,False
801030,基础化工,23,1020001554,产量:碳酸钠(纯碱):当月值,Output: Sodium Carbonate (Soda Ash): Current,月,万吨,当期值,全国,中国,国家统计局,getEcoDataChina,1989-02-28,2026-06-30,1,143.0,True,False,False
801030,基础化工,24,2030768526,"出口数量:过氧化氢,不论是否用尿素固化(2847):当月值","Export Quantity: Hydrogen Peroxide, Whether Or Not Cured With Urea(2847): Current Month Value",月,千克,当期值,中国,中国,海关总署,getEcoDataIndChemical,2015-01-31,2026-06-30,1,143.0,True,False,False
801030,基础化工,25,2030768519,"出口金额(美元):过氧化氢,不论是否用尿素固化(2847):当月值","Export Value (USD): Hydrogen Peroxide, Whether Or Not Cured With Urea(2847): Current Month Value",月,美元,当期值,中国,中国,海关总署,getEcoDataIndChemical,2015-01-31,2026-06-30,1,143.0,True,False,False
801030,基础化工,26,1020001557,化学农药原药(折有效成分100%):产量:当月值,Output: Chemical Pesticide Original Drug (Active Ingredients 100% Off): Current,月,万吨,当期值,全国,中国,国家统计局,getEcoDataChina,1989-02-28,2026-06-30,1,143.0,True,False,False
801030,基础化工,27,1040000979,工业生产者购进价格指数(PPIRM):化工原料类(上年同月=100),PPIRM: Chemical Raw Materials (CYoY=100),月,上年同月=100,当期值,全国,中国,国家统计局,getEcoDataChina,1988-03-31,2026-06-30,1,143.0,True,True,False
801030,基础化工,28,1040005391,生产资料价格:化工产品:ABS树脂:通用级:当月值,Price of Means of Production: Chemical Products: ABS Resin: General Purpose: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0,True,False,False
801030,基础化工,29,1040005433,生产资料价格:化工产品:乙醇:燃料乙醇:当月值,Price of Means of Production: Chemical Products: Ethanol: Fuel Ethanol: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0,True,False,False
801030,基础化工,30,1040005397,生产资料价格:化工产品:二甲苯:含量≥96%:当月值,Price of Means of Production: Chemical Products: Xylene: Content ≥96%: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,143.0,True,False,False
801040,钢铁,1,2040601002,特钢指数:相对价格:不锈钢,Special Steel Index: Relative Price: Stainless Steel,日,点,当期值,全国,中国,我的钢铁网,getEcoDataIndSteel,2003-01-01,2026-08-07,1,150.0,True,True,True
801040,钢铁,2,2040601004,钢材指数:相对价格:H型钢,Steel Index: Relative Price: H-Beam,日,点,当期值,全国,中国,我的钢铁网,getEcoDataIndSteel,2015-07-29,2026-08-07,1,150.0,True,True,True
801040,钢铁,3,1040024020,生产资料价格:钢材:热轧带钢:周环比,,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2014-07-18,2026-07-31,1,149.0,True,True,True
801040,钢铁,4,1040015368,生产资料价格:钢材:螺纹钢:周环比,Spot Price: Steel: Rebar: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,149.0,True,False,False
801040,钢铁,5,1040015369,生产资料价格:钢材:高速线材:周环比,Spot Price: Steel: High-Speed Wire Rod: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-07-19,1,149.0,True,False,False
801040,钢铁,6,2040000176,铁矿石指数:相对价格:进口矿,Index of Iron Ore: Ore Imports,日,2005年1月=100,当期值,,中国,Datayes!,getEcoDataIndSteel,2005-01-07,2026-08-07,1,148.0,True,True,True
801040,钢铁,7,2040000179,铁矿石指数:相对价格:进口矿:京唐港,Index of Iron Ore: Ore Imports: Jingtang Port,日,2005年1月=100,当期值,,中国,Datayes!,getEcoDataIndSteel,2005-01-07,2026-08-07,1,148.0,True,True,True
801040,钢铁,8,2040000182,铁矿石指数:相对价格:进口矿:岚山港,Index of Iron Ore: Ore Imports: Port of Lanshan,日,2005年1月=100,当期值,,中国,Datayes!,getEcoDataIndSteel,2005-01-07,2026-08-07,1,148.0,True,True,True
801040,钢铁,9,2040000181,铁矿石指数:相对价格:进口矿:日照港,Index of Iron Ore: Ore Imports: Rizhao Port,日,2005年1月=100,当期值,,中国,Datayes!,getEcoDataIndSteel,2005-01-07,2026-08-07,1,148.0,True,True,True
801040,钢铁,10,2040000180,铁矿石指数:相对价格:进口矿:曹妃甸,Index of Iron Ore: Ore Imports: Caofeidian,日,2005年1月=100,当期值,,中国,Datayes!,getEcoDataIndSteel,2005-01-07,2026-08-07,1,148.0,True,True,True
801040,钢铁,11,2040000183,铁矿石指数:相对价格:进口矿:连云港,Index of Iron Ore: Ore Imports: Lianyungang,日,2005年1月=100,当期值,,中国,Datayes!,getEcoDataIndSteel,2005-01-07,2026-08-07,1,148.0,True,True,True
801040,钢铁,12,2040104245,中厚板社会库存,Plate Social Inventory,周,万吨,当期值,全国,中国,兰格钢铁,getEcoDataIndSteel,2009-01-16,2026-08-05,1,147.0,True,True,True
801040,钢铁,13,2040601007,价格:CSPI:螺纹钢(三级)HRB400Φ16,,周,元/吨,当期值,全国,中国,中国钢铁工业协会,getEcoDataIndSteel,2010-10-09,2026-08-07,1,147.0,True,False,False
801040,钢铁,14,2040104244,冷轧卷板社会库存,Cold Rolled Coil Social Inventory,周,万吨,当期值,全国,中国,兰格钢铁,getEcoDataIndSteel,2009-01-16,2026-08-05,1,147.0,True,True,True
801040,钢铁,15,1040001980,国内现货价格:普通高速线材(φ6.5mm),Domestic Spot Price: Ordinary High-Speed Wire Φ6.5Mm,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2003-07-01,2026-07-31,1,147.0,True,True,True
801040,钢铁,16,1040001988,国内现货价格:热轧带钢(180*2.5),Domestic Spot Price: Hot-Rolled Strip 180 * 2.5,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2006-07-01,2026-07-31,1,147.0,True,True,True
801040,钢铁,17,1040001981,国内现货价格:螺纹钢(φ25mm),Domestic Spot Price: Rebar Φ25Mm,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2003-07-01,2026-07-31,1,147.0,True,True,True
801040,钢铁,18,2040104243,热轧卷板社会库存,Hot Rolled Coil Social Inventory,周,万吨,当期值,全国,中国,兰格钢铁,getEcoDataIndSteel,2007-12-29,2026-08-05,1,147.0,True,True,True
801040,钢铁,19,1040005361,"生产资料价格:钢材:不锈钢板:2.0,304/2B冷轧:当月值","Price of Means of Production: Steel: Stainless Steel Plate: 2.0,304/2B Cold Rolled:Current",月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,147.0,True,False,False
801040,钢铁,20,1040005382,"生产资料价格:钢材:热轧中厚板:20,Q235:当月值","Price of Means of Production: Steel: Hot Rolled Plate: 20, Q235: Current",月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,147.0,True,False,False
801040,钢铁,21,2040104242,螺纹钢社会库存,Rebar Social Inventory,周,万吨,当期值,全国,中国,兰格钢铁,getEcoDataIndSteel,2006-04-07,2026-08-05,1,147.0,True,True,True
801040,钢铁,22,2040104240,钢材社会库存,Steel Social Inventory,周,万吨,当期值,全国,中国,兰格钢铁,getEcoDataIndSteel,2006-04-07,2026-08-05,1,147.0,True,True,True
801040,钢铁,23,2040104248,铁矿石港口库存,Iron Ore Port Inventory,周,万吨,当期值,全国,中国,兰格钢铁,getEcoDataIndSteel,2007-01-05,2026-08-05,1,147.0,True,True,True
801040,钢铁,24,2040608869,产量:重点优特钢企业:冷轧钢材:累计值,Output: Key High Quality and Special Steel Companies: Cold Rolled Steel: Cumulative Value,月,吨,累计值,中国大陆,中国,兰格钢铁,getEcoDataIndSteel,2012-02-29,2026-03-31,1,145.0,True,False,False
801040,钢铁,25,2040608868,产量:重点优特钢企业:热轧钢材:累计值,Output: Key High Quality and Special Steel Companies: Hot Rolled Steel: Cumulative Value,月,吨,累计值,中国大陆,中国,兰格钢铁,getEcoDataIndSteel,2012-02-29,2026-03-31,1,145.0,True,False,False
801040,钢铁,26,2040608984,产量:重点优特钢企业:粗钢:不锈钢:累计值,Output: Key High Quality and Special Steel Companies: Crude Steel: Stainless Steel: Cumulative Value,月,吨,累计值,中国大陆,中国,兰格钢铁,getEcoDataIndSteel,2011-02-28,2026-05-31,1,145.0,True,False,False
801040,钢铁,27,2040608987,产量:重点优特钢企业:粗钢:耐热不锈钢:累计值,Output: Key High Quality and Special Steel Companies: Crude Steel: Heat-resistant Stainless Steel: Cumulative Value,月,吨,累计值,中国大陆,中国,兰格钢铁,getEcoDataIndSteel,2011-02-28,2026-05-31,1,145.0,True,False,False
801040,钢铁,28,2040608985,产量:重点优特钢企业:粗钢:铬系不锈钢:累计值,Output: Key High Quality and Special Steel Companies: Crude Steel: Chrome Stainless Steel: Cumulative Value,月,吨,累计值,中国大陆,中国,兰格钢铁,getEcoDataIndSteel,2011-02-28,2026-05-31,1,145.0,True,False,False
801040,钢铁,29,2040608986,产量:重点优特钢企业:粗钢:铬镍系不锈钢:累计值,Output: Key High Quality and Special Steel Companies: Crude Steel: Chrome Nickel Stainless Steel: Cumulative Value,月,吨,累计值,中国大陆,中国,兰格钢铁,getEcoDataIndSteel,2011-02-28,2026-05-31,1,145.0,True,False,False
801040,钢铁,30,2040608918,产量:重点优特钢企业:钢材:不锈钢:累计值,Output: Key High Quality and Special Steel Companies: Steel: Stainless Steel: Cumulative Value,月,吨,累计值,中国大陆,中国,兰格钢铁,getEcoDataIndSteel,2011-02-28,2026-03-31,1,145.0,True,False,False
801050,有色金属,1,2030019767,价格:正极材料:磷酸铁锂,Price: Cathode Material: Lithium Iron Phosphate,日,元/吨,当期值,全国,中国,Datayes!,getEcoDataIndChemical,2017-11-01,2026-08-07,1,150.0,True,True,True
801050,有色金属,2,1040015389,生产资料价格:有色金属:铜:周环比,Spot Price: Non-Ferrous Metals: Copper: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,149.0,True,False,False
801050,有色金属,3,1040015390,生产资料价格:有色金属:铝:周环比,Spot Price: Non-Ferrous Metals: Aluminum: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,149.0,True,False,False
801050,有色金属,4,1040015392,生产资料价格:有色金属:锌:周环比,Spot Price: Non-Ferrous Metals: Zinc: WoW,周,%,当期环比,全国,中国,商务部,getEcoDataChina,2017-03-19,2026-08-02,1,149.0,True,False,False
801050,有色金属,5,1040002010,国内期货价格:铜,Domestic Futures Prices: Copper,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-07,2026-07-31,1,147.0,True,True,True
801050,有色金属,6,1040002011,国内期货价格:铝,Domestic Futures Prices: Aluminum,周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-07,2026-07-31,1,147.0,True,True,True
801050,有色金属,7,1040002004,国内现货价格:铜(1#),Domestic Spot Price: Copper (1 #),周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2006-06-15,2026-07-31,1,147.0,True,True,True
801050,有色金属,8,1040002005,国内现货价格:铝(A00),Domestic Spot Price: Aluminum (A00),周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2006-06-15,2026-07-31,1,147.0,True,True,True
801050,有色金属,9,1040002007,国内现货价格:锌(1#),Domestic Spot Price: Zinc (1 #),周,元/吨,当期值,全国,中国,商务部,getEcoDataChina,2006-06-15,2026-07-31,1,147.0,True,True,True
801050,有色金属,10,1040005228,国际现货价格:白银(英),International Spot Price: Silver,周,美分/盎司,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0,True,False,False
801050,有色金属,11,1040005219,国际现货价格:铜(A级),International Spot Price: Copper (Grade A),周,美元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0,True,False,False
801050,有色金属,12,1040005222,国际现货价格:铝,International Spot Price: Aluminum,周,美元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0,True,False,False
801050,有色金属,13,1040005229,国际现货价格:铝合金,International Spot Price: Aluminum Alloy,周,美元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0,True,False,False
801050,有色金属,14,1040005221,国际现货价格:锌,International Spot Price: Zinc,周,美元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0,True,False,False
801050,有色金属,15,1040005223,国际现货价格:镍,International Spot Price: Nickel,周,美元/吨,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0,True,False,False
801050,有色金属,16,1040005227,国际现货价格:黄金(英),International Spot Price: Gold (English),周,美元/盎司,当期值,全国,中国,商务部,getEcoDataChina,2005-01-21,2026-07-31,1,147.0,True,False,False
801050,有色金属,17,2030767397,出口金额(美元):人造刚玉;氧化铝;氢氧化铝(2818):当月值,Export Value (USD): Artificial Corundum;Alumina;Aluminum Hydroxide(2818): Current Month Value,月,美元,当期值,中国,中国,海关总署,getEcoDataIndChemical,2015-01-31,2026-06-30,1,145.0,True,False,False
801050,有色金属,18,1040005478,生产资料价格:有色金属:铅:1#铅锭:当月值,Price of Means of Production: Non-ferrous Metals: Lead: Lead Ingot 1#: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
801050,有色金属,19,1040005481,"生产资料价格:有色金属:铜:1#电解铜,阴极铜:当月值","Price of Means of Production: Non-ferrous Metals: Copper: 1# Electrolytic Copper, Copper Cathodes: Current",月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
801050,有色金属,20,1040005472,生产资料价格:有色金属:铝:AOO铝锭:当月值,Price of Means of Production: Non-ferrous Metals: Aluminium: AOO Aluminum Ingot: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
801050,有色金属,21,1040005487,生产资料价格:有色金属:锌:0#锌锭:当月值,Price of Means of Production: Non-ferrous Metals: Zinc: 0 # Zinc Ingot: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
801050,有色金属,22,1040005484,生产资料价格:有色金属:锡:1#锡锭:当月值,Price of Means of Production: Non-ferrous Metals: Tin: Tin Ingot 1#: Current,月,元/吨,当期值,全国,中国,发改委,getEcoDataChina,2015-05-31,2026-06-30,1,145.0,True,False,False
