uqer_indic_id,uqer_api_name,observation_rows,period_start,period_end,publish_date_non_null_rows,has_observations
1010000013,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010000022,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010000025,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010000026,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010000047,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010000049,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010000050,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010000059,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010000061,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010000062,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010007671,EcoDataChinaGet,45,2015-03-31,2026-03-31,45,True
1010007673,EcoDataChinaGet,45,2015-03-31,2026-03-31,45,True
1010007992,EcoDataChinaGet,45,2015-03-31,2026-03-31,45,True
1010007993,EcoDataChinaGet,45,2015-03-31,2026-03-31,45,True
1010007994,EcoDataChinaGet,45,2015-03-31,2026-03-31,45,True
1010008406,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010008420,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010008421,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010008423,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010011707,EcoDataChinaGet,41,2016-03-31,2026-03-31,41,True
1010011708,EcoDataChinaGet,41,2016-03-31,2026-03-31,41,True
1010011709,EcoDataChinaGet,41,2016-03-31,2026-03-31,41,True
1010012050,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010012052,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010012054,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010012056,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010012058,EcoDataChinaGet,42,2016-03-31,2026-06-30,42,True
1010012060,EcoDataChinaGet,42,2016-03-31,2026-06-30,42,True
1010013683,EcoDataChinaGet,45,2015-03-31,2026-03-31,45,True
1010013685,EcoDataChinaGet,45,2015-03-31,2026-03-31,45,True
1010013814,EcoDataChinaGet,45,2015-03-31,2026-03-31,44,True
1010013815,EcoDataChinaGet,45,2015-03-31,2026-03-31,44,True
1010013816,EcoDataChinaGet,45,2015-03-31,2026-03-31,44,True
1010014281,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014283,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014286,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014297,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014299,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014302,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014341,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014342,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014344,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014347,EcoDataChinaGet,42,2016-03-31,2026-06-30,42,True
1010014353,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014354,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014356,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010014359,EcoDataChinaGet,42,2016-03-31,2026-06-30,42,True
1010015483,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010015484,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010015487,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010015488,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1010016038,EcoDataChinaGet,95,2015-03-31,2026-07-31,75,True
1010017937,EcoDataChinaGet,44,2015-09-30,2026-06-30,16,True
1010017940,EcoDataChinaGet,38,2017-03-31,2026-06-30,16,True
1010017949,EcoDataChinaGet,40,2016-09-30,2026-06-30,16,True
1010017950,EcoDataChinaGet,40,2016-09-30,2026-06-30,16,True
1010017964,EcoDataChinaGet,46,2015-03-31,2026-06-30,16,True
1010017967,EcoDataChinaGet,38,2017-03-31,2026-06-30,16,True
1010017976,EcoDataChinaGet,46,2015-03-31,2026-06-30,16,True
1010017977,EcoDataChinaGet,46,2015-03-31,2026-06-30,16,True
1020000130,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000131,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000137,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000138,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000139,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000142,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000144,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000145,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000146,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000148,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000151,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000154,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000160,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000161,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000171,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000172,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000178,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000179,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000180,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000183,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000185,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000186,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000187,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000189,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000192,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000195,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000201,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000202,EcoDataChinaGet,114,2015-03-31,2026-06-30,114,True
1020000617,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000667,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000837,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000838,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000848,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000857,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000861,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000917,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000918,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000928,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000930,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000931,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000934,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000937,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020000941,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020001545,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001554,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001555,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001557,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001568,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001569,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001570,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001585,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001586,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001593,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001596,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001598,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001606,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020001631,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020005915,EcoDataChinaGet,117,2015-10-31,2026-06-30,117,True
1020006161,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020006267,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020006393,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020006519,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020006645,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020006771,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020007119,EcoDataChinaGet,115,2016-02-29,2026-06-30,115,True
1020007905,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008190,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008193,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008226,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008232,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008235,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008238,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008244,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008253,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008262,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008283,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008409,EcoDataChinaGet,126,2015-02-28,2026-06-30,126,True
1020008655,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020008661,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020008681,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020008682,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020008693,EcoDataChinaGet,104,2016-03-31,2026-06-30,104,True
1020008694,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020008695,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020008700,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020008711,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020008741,EcoDataChinaGet,115,2015-02-28,2026-06-30,115,True
1020010169,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010170,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010181,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010183,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010184,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010185,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010187,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010190,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010193,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010273,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010283,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010285,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010419,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020010425,EcoDataChinaGet,104,2017-02-28,2026-06-30,104,True
1020021161,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1020021179,EcoDataChinaGet,46,2015-03-31,2026-06-30,46,True
1020021235,EcoDataChinaGet,104,2016-03-31,2026-06-30,104,True
1020021369,EcoDataChinaGet,126,2015-02-28,2026-06-30,0,True
1030000129,EcoDataChinaGet,42,2016-03-31,2026-06-30,38,True
1030000130,EcoDataChinaGet,42,2016-03-31,2026-06-30,38,True
1030000131,EcoDataChinaGet,42,2016-03-31,2026-06-30,38,True
1030000164,EcoDataChinaGet,44,2015-03-31,2025-12-31,41,True
1030000169,EcoDataChinaGet,44,2015-03-31,2025-12-31,41,True
1030000181,EcoDataChinaGet,44,2015-03-31,2025-12-31,41,True
1030000182,EcoDataChinaGet,38,2015-03-31,2025-12-31,35,True
1030000183,EcoDataChinaGet,44,2015-03-31,2025-12-31,44,True
1030000184,EcoDataChinaGet,44,2015-03-31,2025-12-31,41,True
1030000186,EcoDataChinaGet,44,2015-03-31,2025-12-31,41,True
1030000187,EcoDataChinaGet,44,2015-03-31,2025-12-31,41,True
1030000188,EcoDataChinaGet,44,2015-03-31,2025-12-31,41,True
1030000473,EcoDataChinaGet,42,2016-03-31,2026-06-30,38,True
1030000475,EcoDataChinaGet,42,2016-03-31,2026-06-30,38,True
1030000476,EcoDataChinaGet,42,2016-03-31,2026-06-30,38,True
1030000533,EcoDataChinaGet,42,2016-03-31,2026-06-30,38,True
1030000535,EcoDataChinaGet,42,2016-03-31,2026-06-30,38,True
1030000536,EcoDataChinaGet,42,2016-03-31,2026-06-30,42,True
1030000727,EcoDataChinaGet,139,2015-01-31,2026-07-31,139,True
1030000729,EcoDataChinaGet,139,2015-01-31,2026-07-31,139,True
1030001005,EcoDataChinaGet,44,2015-03-31,2025-12-31,41,True
1030002264,EcoDataChinaGet,46,2015-03-31,2026-06-30,41,True
1030002280,EcoDataChinaGet,42,2015-09-30,2025-12-31,39,True
1030002380,EcoDataChinaGet,54,2016-08-31,2026-02-28,44,True
1040000057,EcoDataChinaGet,139,2015-01-31,2026-07-31,139,True
1040000869,EcoDataChinaGet,139,2015-01-31,2026-07-31,139,True
1040000979,EcoDataChinaGet,139,2015-01-31,2026-07-31,139,True
1040000980,EcoDataChinaGet,139,2015-01-31,2026-07-31,139,True
1040001861,EcoDataChinaGet,603,2015-01-02,2026-08-07,603,True
1040001870,EcoDataChinaGet,603,2015-01-02,2026-08-07,603,True
1040001906,EcoDataChinaGet,602,2015-01-02,2026-08-07,602,True
1040001908,EcoDataChinaGet,603,2015-01-02,2026-08-07,603,True
1040001909,EcoDataChinaGet,603,2015-01-02,2026-08-07,603,True
1040001910,EcoDataChinaGet,603,2015-01-02,2026-08-07,603,True
1040001912,EcoDataChinaGet,594,2015-01-02,2026-08-07,594,True
1040001913,EcoDataChinaGet,594,2015-01-02,2026-08-07,594,True
1040001914,EcoDataChinaGet,594,2015-01-02,2026-08-07,594,True
1040001915,EcoDataChinaGet,594,2015-01-02,2026-08-07,594,True
1040001918,EcoDataChinaGet,594,2015-01-02,2026-08-07,594,True
1040001919,EcoDataChinaGet,594,2015-01-02,2026-08-07,594,True
1040001943,EcoDataChinaGet,589,2015-01-02,2026-07-31,589,True
1040001948,EcoDataChinaGet,589,2015-01-02,2026-07-31,589,True
1040001962,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040001963,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040001966,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040001967,EcoDataChinaGet,573,2015-01-01,2026-08-07,573,True
1040001968,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040001969,EcoDataChinaGet,573,2015-01-01,2026-08-07,573,True
1040001980,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040001981,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040001988,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040001999,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040002004,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040002005,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040002007,EcoDataChinaGet,574,2015-01-01,2026-08-07,574,True
1040002009,EcoDataChinaGet,549,2015-01-02,2026-08-07,548,True
1040002010,EcoDataChinaGet,587,2015-01-02,2026-08-07,587,True
1040002011,EcoDataChinaGet,587,2015-01-02,2026-08-07,587,True
1040002014,EcoDataChinaGet,458,2015-01-02,2026-07-31,447,True
1040002016,EcoDataChinaGet,588,2015-01-02,2026-07-31,588,True
1040002017,EcoDataChinaGet,588,2015-01-02,2026-07-31,588,True
1040002018,EcoDataChinaGet,588,2015-01-02,2026-07-31,588,True
1040002019,EcoDataChinaGet,588,2015-01-02,2026-07-31,588,True
1040002020,EcoDataChinaGet,589,2015-01-02,2026-07-31,589,True
1040002021,EcoDataChinaGet,589,2015-01-02,2026-07-31,589,True
1040005215,EcoDataChinaGet,586,2015-01-09,2026-07-31,586,True
1040005216,EcoDataChinaGet,588,2015-01-02,2026-07-31,588,True
1040005219,EcoDataChinaGet,586,2015-01-02,2026-07-31,586,True
1040005221,EcoDataChinaGet,585,2015-01-02,2026-07-31,585,True
1040005222,EcoDataChinaGet,585,2015-01-02,2026-07-31,585,True
